market_id,repetition,gamified,hybrid,treatment,market_design,group_composition,share_feedback,share_speculator,share_fundamental,share_other
4397451b-fa5f-4b8f-b86e-278d272e1d68,1,1,0,gh,gamified,human_only,0.0,0.0,0.0,1.0
4b4a8da8-869c-4728-b134-73a625591381,2,1,0,gh,gamified,human_only,0.0,0.16666666666666666,0.0,0.8333333333333334
