trading_session_uuid,is_simulated,market_number,trading_day,event_seq,event_ts,record_kind,event_type,side,aggressor_side,order_id,trader_uuid,price,size,size_delta,size_resting_after,queue_position,queue_size,status_after,match_id,contra_order_id,bid_order_id,ask_order_id,bid_trader_uuid,ask_trader_uuid,source_created_ts,fundamental_value,market_id,treatment,market_design,group_composition,gamified,hybrid,repetition
4b4a8da8-869c-4728-b134-73a625591381,0,2,6,86,2026-03-12 21:54:46.046683+00:00,trade,trade,bid,B,,,120.0,1.0,,,,,,631672a5-9dea-442e-9b51-db9f1b09327a,,966a8b83-92c9-4708-9763-bf7f63254474,7e3e25a1-a571-4132-8737-7ea28c1731e7,c3619141-e85c-4152-af1b-0962388180c5,bf08b76d-0785-4351-9789-c7344cb9375a,1773352486.063586,80,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,6,89,2026-03-12 21:54:49.619317+00:00,trade,trade,ask,S,,,116.0,1.0,,,,,,dcdf483d-116d-42ac-b252-96b5ce0b3436,,6f7b236a-8837-434d-aba1-f90638bba5cf,7a088002-34d0-4cba-9aba-48f3ad7c7ca3,bf08b76d-0785-4351-9789-c7344cb9375a,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773352489.636925,80,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,6,94,2026-03-12 21:54:59.487403+00:00,trade,trade,ask,S,,,114.0,1.0,,,,,,e57a7778-448c-4984-8f1f-fb4e61f51caf,,1b2e1cf8-faf6-403d-8548-a2ba60baf5aa,eba0d0cd-fc19-4b03-b9cb-a846ed838319,bf08b76d-0785-4351-9789-c7344cb9375a,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773352499.509381,80,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,6,97,2026-03-12 21:55:04.037423+00:00,trade,trade,bid,B,,,121.0,1.0,,,,,,cfe0fa25-1f9f-4b64-a09f-507c3629a0af,,a1de93d3-9e66-4bca-ae30-6d60ba4884f7,90fa3e4a-9ae7-4ffd-a7dc-d5a26a8f7429,85b3414c-8bbe-4c98-a006-c72e5880dae0,bf08b76d-0785-4351-9789-c7344cb9375a,1773352504.055329,80,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,6,100,2026-03-12 21:55:12.392077+00:00,trade,trade,ask,S,,,112.0,1.0,,,,,,1ba2d47b-3d4a-423d-a9ad-88d0339cd7d9,,d4a468df-362c-4667-9b94-2451f4bf32a4,f076468d-d7ef-46f0-9fda-d1b379cb750d,bf08b76d-0785-4351-9789-c7344cb9375a,ef68c032-ed2a-4525-a107-9eafdcf6c2af,1773352512.41772,80,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,6,103,2026-03-12 21:55:17.081296+00:00,trade,trade,bid,B,,,121.5,1.0,,,,,,aa6a6eee-9ea4-4a56-b6ad-7a4dbcb4fe54,,88b1b7c6-e8f3-48e3-a278-c571c63d0e42,d0d54e68-1dc3-4837-ab3e-a22eb8c51071,c3619141-e85c-4152-af1b-0962388180c5,bf08b76d-0785-4351-9789-c7344cb9375a,1773352517.100289,80,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,7,106,2026-03-12 21:55:21.119878+00:00,trade,trade,bid,B,,,125.0,1.0,,,,,,71e62017-db36-4436-8620-747fff4b853f,,a3304f5c-5064-4805-ab12-5a613390dd86,5fe69f9e-6836-463a-82c2-6d68401d3529,8bb506ed-8a42-41de-8b75-4b5acfac9c22,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773352521.140422,72,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,7,112,2026-03-12 21:56:21.632538+00:00,trade,trade,bid,B,,,140.0,1.0,,,,,,45d2fec4-5cdf-4cbe-b19c-977245114612,,2f1778e5-7171-477a-895c-05ded749076f,80faf5a7-3c72-43f4-bfb5-09048ceba8fc,ef68c032-ed2a-4525-a107-9eafdcf6c2af,85b3414c-8bbe-4c98-a006-c72e5880dae0,1773352581.650076,72,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,7,115,2026-03-12 21:56:27.302020+00:00,trade,trade,ask,S,,,120.0,1.0,,,,,,6aca9a5f-ba65-4f5d-aa91-5d3849a9eeec,,a2eae360-9347-42af-a222-253be63cb009,719a6250-9e32-4460-a430-a423a931977a,bf08b76d-0785-4351-9789-c7344cb9375a,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773352587.318911,72,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,7,119,2026-03-12 21:56:40.125468+00:00,trade,trade,ask,S,,,90.0,1.0,,,,,,50e14319-a332-49da-bcf6-765cfeb94757,,2c334877-a383-49d4-a1f4-b2b44da3e584,97427382-1939-499d-8161-5acd0979fb99,c3619141-e85c-4152-af1b-0962388180c5,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773352600.142889,72,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,8,123,2026-03-12 21:56:53.937574+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,0cf350ef-bbef-46e5-a8e5-4c989ab52deb,,650bd8f6-ccbb-45a6-82b9-42134cbeae53,67e4512a-4212-4189-8d0f-6eb112c3968e,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773352613.9542,64,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,8,126,2026-03-12 21:56:58.457530+00:00,trade,trade,bid,B,,,150.0,1.0,,,,,,b2d5da3d-2704-4fa2-bf57-a20d5ea96268,,295f1864-b064-41d7-b8b9-ed6040156c13,d67458ab-469e-4713-aca2-7717eec2675a,c3619141-e85c-4152-af1b-0962388180c5,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773352618.4741,64,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,9,146,2026-03-12 21:58:22.051950+00:00,trade,trade,bid,B,,,90.0,1.0,,,,,,84041572-35c8-4d34-a705-99c35852e280,,7286a791-1891-486d-8a9f-717ab66763aa,2346ce25-1dc2-4fd7-9652-4d25f5b6af1d,85b3414c-8bbe-4c98-a006-c72e5880dae0,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773352702.073134,56,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,9,149,2026-03-12 21:58:24.956971+00:00,trade,trade,bid,B,,,90.0,1.0,,,,,,03187711-d4fc-4a16-846e-008334f49b3c,,0ce0091b-f59a-4caa-87bc-421715284283,eb2b56e3-aa3f-451f-a536-3836430defa2,85b3414c-8bbe-4c98-a006-c72e5880dae0,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773352704.975862,56,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,9,152,2026-03-12 21:58:47.547121+00:00,trade,trade,bid,B,,,90.0,1.0,,,,,,5fed2095-173d-42cf-a157-5dde8dfeeb45,,6f9c6bb3-57cd-4932-9295-2201a6fdf7df,e011e431-5e78-45b4-ad07-670a6305fa37,c3619141-e85c-4152-af1b-0962388180c5,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773352727.564545,56,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,9,155,2026-03-12 21:58:49.096233+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,516a23a5-f335-43cf-9d8d-5551c4d6927a,,ddc69d95-a7c2-4513-a157-eead30e1b9e6,eb5f5527-8c7a-4195-9cab-52459b0482af,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,c3619141-e85c-4152-af1b-0962388180c5,1773352729.112951,56,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,9,158,2026-03-12 21:58:51.797288+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,559d49a5-d090-4a67-a174-9304776f256a,,7ea4b397-353b-44e2-bcee-c9de25f3a15c,0558ddbc-73d0-4e92-8d05-4f4792f0d4ef,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,c3619141-e85c-4152-af1b-0962388180c5,1773352731.818875,56,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,9,161,2026-03-12 21:58:53.413252+00:00,trade,trade,bid,B,,,90.0,1.0,,,,,,8ca4d025-faa6-4722-a6ef-31bf0f7ef5e4,,97f67903-77b6-4273-a99c-4f66b2d60b33,3c9444c4-00dc-4ba7-b7ef-4bdfa8600985,c3619141-e85c-4152-af1b-0962388180c5,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773352733.431089,56,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,9,164,2026-03-12 21:58:56.626220+00:00,trade,trade,bid,B,,,90.0,1.0,,,,,,561371c8-a721-4ef0-887c-2bfc7fd463d8,,a1756b19-be7d-47c0-8295-c9ca4d53822a,20a6160c-bb00-4109-a7b1-69bb901932bf,ef68c032-ed2a-4525-a107-9eafdcf6c2af,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773352736.665277,56,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,9,167,2026-03-12 21:59:08.011433+00:00,trade,trade,bid,B,,,90.0,1.0,,,,,,9a406757-eafb-490e-b572-23e0647e9932,,2c0d4ddc-ad49-423a-81fe-a550f2013aad,4de1c633-e6a0-421d-a211-6b560af41820,ef68c032-ed2a-4525-a107-9eafdcf6c2af,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773352748.031202,56,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,10,171,2026-03-12 21:59:26.057126+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,2449f431-aba7-47b1-8963-e32560792ca1,,3c9d7607-bc6c-4a08-948d-8b58d389d0b3,940d8fbe-ede8-4b6f-a39e-f436d0904199,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,bf08b76d-0785-4351-9789-c7344cb9375a,1773352766.074215,48,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,10,177,2026-03-12 21:59:41.233170+00:00,trade,trade,bid,B,,,90.0,1.0,,,,,,57c3f94e-3896-4657-955b-4b08c412522d,,f91fab63-083a-46e0-a0e7-8ded4fdcae5b,e43ed50b-46c7-4a80-8dcc-9d8d625306b0,ef68c032-ed2a-4525-a107-9eafdcf6c2af,bf08b76d-0785-4351-9789-c7344cb9375a,1773352781.266994,48,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,11,180,2026-03-12 22:02:00.197117+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,65c4e214-063d-4368-be9e-28a6a2bfe250,,c70a085e-0c41-4b35-9841-cd4b536a351a,4bb24bac-dac6-427b-bb22-ecb91f9319e1,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,c3619141-e85c-4152-af1b-0962388180c5,1773352920.215054,40,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,11,183,2026-03-12 22:02:02.849249+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,2d3748e4-03f6-4b56-adc6-1ac7a043bba6,,be26a848-a6eb-4d21-a92f-7eb4060b9708,96681a29-2cf4-4815-8beb-a62acdceb5f2,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,c3619141-e85c-4152-af1b-0962388180c5,1773352922.86653,40,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,11,186,2026-03-12 22:02:05.048606+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,7bf33694-2e31-4a21-b1ff-370fee2e28fc,,ff785021-827b-4da9-92f8-200f3a89d520,bf5bce1d-ba38-46ed-9a1a-4868f43dc9aa,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,c3619141-e85c-4152-af1b-0962388180c5,1773352925.065418,40,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,12,194,2026-03-12 22:02:31.349475+00:00,trade,trade,ask,S,,,85.0,1.0,,,,,,fe2c997a-bd47-4238-a21b-4622946e11e6,,376b314e-562d-494f-b475-dada5e843cae,6cea64de-5ce7-4c1e-abf3-947fc9cb5d54,bf08b76d-0785-4351-9789-c7344cb9375a,ef68c032-ed2a-4525-a107-9eafdcf6c2af,1773352951.376018,32,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,12,197,2026-03-12 22:02:33.261765+00:00,trade,trade,ask,S,,,85.0,1.0,,,,,,fcbc7bb9-0635-4ca7-8645-5c18c4337368,,b0a9a429-de44-4286-bcb4-404aae8ab059,efa48cf7-c656-4157-a508-054ebf08d217,bf08b76d-0785-4351-9789-c7344cb9375a,ef68c032-ed2a-4525-a107-9eafdcf6c2af,1773352953.278909,32,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,12,200,2026-03-12 22:02:36.230219+00:00,trade,trade,ask,S,,,85.0,1.0,,,,,,9d67c581-8617-4ec0-8ddd-9b2cc7337a14,,b27b9489-0d6f-4dec-9545-a7022ccfd031,345e17ab-dde7-497f-9243-747fea2d0ddb,bf08b76d-0785-4351-9789-c7344cb9375a,ef68c032-ed2a-4525-a107-9eafdcf6c2af,1773352956.246895,32,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,12,203,2026-03-12 22:02:41.102888+00:00,trade,trade,ask,S,,,85.0,1.0,,,,,,5fa9585b-035a-49fb-abde-54bcb0dd696a,,1956d368-2f1d-4320-a57a-9087f0bc5ae6,a534aa2b-abd1-425b-b721-7a942f1a25dd,bf08b76d-0785-4351-9789-c7344cb9375a,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773352961.120733,32,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,12,208,2026-03-12 22:03:26.838515+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,460ecfda-230c-49bc-89b9-294968c28907,,a742a754-4ca5-4616-ac58-18717d70f12b,0c78b899-961f-4cd8-bfd3-4c3cc0d98d79,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,bf08b76d-0785-4351-9789-c7344cb9375a,1773353006.85835,32,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,13,214,2026-03-12 22:03:39.531351+00:00,trade,trade,bid,B,,,81.25,1.0,,,,,,a8bd2083-a8a4-4729-9834-af73d0a7f724,,145f5d49-dc2b-4339-b012-9d046bde3931,bf129312-fb6d-4d7b-9927-d653ca41b1d6,c3619141-e85c-4152-af1b-0962388180c5,bf08b76d-0785-4351-9789-c7344cb9375a,1773353019.551085,24,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,13,217,2026-03-12 22:03:41.865025+00:00,trade,trade,bid,B,,,82.5,1.0,,,,,,e808ff53-3573-49a8-b8b6-b81334878900,,e2c57851-cc57-4bd0-8777-138caf1de00c,7e3fd6ba-f1e5-4f4d-8f3b-ca897841d976,c3619141-e85c-4152-af1b-0962388180c5,bf08b76d-0785-4351-9789-c7344cb9375a,1773353021.889936,24,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,13,220,2026-03-12 22:03:45.420075+00:00,trade,trade,bid,B,,,82.5,1.0,,,,,,c47dab1f-4b50-411a-8d42-b6357a88120b,,628e751c-2158-4f8e-97dc-c163ed4d8fa9,88e0afc7-79cf-46da-a4e6-2c70aa487a49,c3619141-e85c-4152-af1b-0962388180c5,bf08b76d-0785-4351-9789-c7344cb9375a,1773353025.437383,24,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,13,223,2026-03-12 22:03:52.269809+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,7c45888f-aac9-4782-b88f-0ec84f048831,,33dd5730-aed3-4b17-aba9-9c0945760fb5,3be0b126-74b3-4ec7-ad4c-ff137257c40a,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773353032.312467,24,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,13,226,2026-03-12 22:03:55.007056+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,0a4d42e6-0b88-42f8-98e8-6d7233028d3e,,eeb8066c-c659-48d7-aa5b-a70e19d266b1,511930f9-0c4d-42da-9639-5236b4a55ef8,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773353035.065162,24,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,13,229,2026-03-12 22:03:58.666481+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,167465e1-6fd1-4733-8b2e-5dc9fa831387,,cb7c2d84-2b12-4b50-aa52-4899a62c383a,16cc438b-4b74-4c31-bb92-e999818f6d2f,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773353038.683105,24,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,13,232,2026-03-12 22:04:02.012049+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,3df0c3dd-1448-44be-b6d3-5270c2983d31,,0b2ab39c-7f5b-4a61-98a1-b721be0d7ef5,858526d5-c34b-4dd9-a6c4-a2181e822439,bf08b76d-0785-4351-9789-c7344cb9375a,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773353042.028752,24,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,13,239,2026-03-12 22:05:10.123605+00:00,trade,trade,ask,S,,,70.0,1.0,,,,,,4b2551d7-89d6-4c8a-82f1-1acb79acf3e4,,dc7242fc-0248-475c-849f-e2777e08e0fe,03fad1dc-d3af-4da6-9b04-f7ff0e202d84,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,ef68c032-ed2a-4525-a107-9eafdcf6c2af,1773353110.145828,24,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,13,242,2026-03-12 22:05:11.696618+00:00,trade,trade,ask,S,,,70.0,1.0,,,,,,72708d78-98a2-4ebe-9779-90b3fff3ae94,,f26b5bd0-ef45-4ab2-a130-54d97755aa98,b966431a-8fe9-495e-b448-b4e9b5f6fa60,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,ef68c032-ed2a-4525-a107-9eafdcf6c2af,1773353111.715141,24,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,14,245,2026-03-12 22:05:14.316545+00:00,trade,trade,ask,S,,,70.0,1.0,,,,,,761fd6aa-a885-4d42-aa30-18009cf97899,,c5f434ea-0d9b-4fff-a94b-545207eca19b,9eaa2e25-c003-44c7-9c26-3027ac73de92,bf08b76d-0785-4351-9789-c7344cb9375a,c3619141-e85c-4152-af1b-0962388180c5,1773353114.379071,16,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,14,248,2026-03-12 22:05:18.798917+00:00,trade,trade,ask,S,,,70.0,1.0,,,,,,cd93a15d-8d0c-4ab3-891d-0a1d44e5971b,,32ff628e-62bc-4b8b-ae88-baa3238ff45c,962594a9-2ec4-4bb4-a1e5-caaabc896dba,bf08b76d-0785-4351-9789-c7344cb9375a,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773353118.817164,16,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,14,252,2026-03-12 22:05:33.587904+00:00,trade,trade,ask,S,,,70.0,1.0,,,,,,c4426192-3af6-460b-8357-bc1ffa42c642,,a4461dcb-0d5e-4fa4-9a43-2a2d9d65639e,10e00a9a-12cb-4454-a0c9-9ab7a62c3d64,bf08b76d-0785-4351-9789-c7344cb9375a,8bb506ed-8a42-41de-8b75-4b5acfac9c22,1773353133.604838,16,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,14,257,2026-03-12 22:06:18.390423+00:00,trade,trade,bid,B,,,85.0,1.0,,,,,,ba4128dd-5ce2-4721-ac89-4c7b59a15edc,,7a4452b0-3104-4929-9e61-787556ebae50,6784eeeb-6972-4ba4-be24-bb0308f331fe,85b3414c-8bbe-4c98-a006-c72e5880dae0,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773353178.408646,16,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,14,260,2026-03-12 22:06:24.047361+00:00,trade,trade,bid,B,,,90.0,1.0,,,,,,5ff6e029-87d9-4433-966e-934fbb3fad76,,ddf06147-76bb-4c5d-a32b-951c5d36b5c4,23aa0631-6a82-417e-b091-74a330eab49e,85b3414c-8bbe-4c98-a006-c72e5880dae0,bf08b76d-0785-4351-9789-c7344cb9375a,1773353184.080991,16,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,15,263,2026-03-12 22:07:21.224607+00:00,trade,trade,ask,S,,,70.0,1.0,,,,,,aa4ad718-15cb-4dd4-a9b8-ed1a136be8c2,,4ad41195-85f8-4402-9e68-700b1ab6de68,3e3c2af1-07f6-43cd-8224-10bc50310cf6,ef68c032-ed2a-4525-a107-9eafdcf6c2af,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,1773353241.241366,8,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
4b4a8da8-869c-4728-b134-73a625591381,0,2,15,266,2026-03-12 22:07:29.913525+00:00,trade,trade,bid,B,,,90.0,1.0,,,,,,fa47f338-2bbe-4934-be32-ddccb3a2b90c,,5ed12236-da4a-4ae5-9a1a-76d16df81243,f7cd2b31-ef79-49c9-af92-22723be2da61,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,bf08b76d-0785-4351-9789-c7344cb9375a,1773353249.932344,8,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,1,0,2
