session_code,participant_code,market_uuid,trader_uuid,gamified,treatment,trading_day,payoff,initial_cash,initial_shares,dividend_per_share,forecast,forecast_confidence,current_cash,num_shares,trade_payoff,fin_quiz_score,self_assessment,overconfidence,cq_attempt_count,gender_female,age,finance_course,trading_experience,high_education,hedonic,price_notifications,repetition,n_buys,n_sells,net_position,n_limit_orders,n_cancels,directionality,n_trades_market,avg_trade_price,avg_mispricing,avg_abs_mispricing,closing_price,opening_price,max_price,min_price,fundamental_value,price_L1,price_L2,price_next,return,abs_mispricing_ratio,surge,crash,normalized_mispricing,bubble_period,bubble_start,wealth_day,shares_recon,cash_recon,wealth_day_recon,gini,gini_recon,feedback_flag,speculator_flag,fundamental_flag,other_flag,market_maker_flag,session_id,group_label
8o0qyfku,3hlfki3e,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,7a553ede-c04b-4dd0-95ba-349324bec098,0,ng,14,5540.0,3800.0,10.0,8.0,,,6847.75,24.0,5370.0,0.9166666666666666,5,-0.41666666666666663,1,0,24,1,1,1,0,0,1,0.0,1.0,-1.0,6.0,2.0,1.0,1.0,15.0,-1.0,1.0,15.0,15.0,15.0,15.0,16,20.0,35.0,8.32,-0.25,0.0625,0,0,-0.0625,0,0,7231.75,20.0,6903.75,7063.75,0.07782354703415219,0.0792705798864558,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,3hlfki3e,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,7a553ede-c04b-4dd0-95ba-349324bec098,0,ng,15,5540.0,3800.0,10.0,4.0,,,7081.45,20.0,5370.0,0.9166666666666666,5,-0.41666666666666663,1,0,24,1,1,1,0,0,1,0.0,5.0,-5.0,9.0,0.0,1.0,6.0,8.283333333333333,0.2833333333333335,0.2833333333333335,8.32,8.5,8.5,8.0,8,15.0,20.0,,-0.44533333333333336,0.03541666666666669,0,0,0.03541666666666665,0,0,7241.45,15.0,7005.45,7005.45,0.07828450169762333,0.08226127511275112,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,1,4609.0,2600.0,20.0,8.0,,,2600.0,20.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,,6.0,11.75,-108.25,108.25,15.0,8.5,15.0,8.5,120,,,60.0,,0.9020833333333333,0,0,-0.9020833333333333,0,0,5000.0,20.0,2760.0,5000.0,0.03192231075697211,0.033716666666666666,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,2,4609.0,2600.0,20.0,8.0,,,2855.0,18.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,2.0,-2.0,2.0,0.0,1.0,12.0,39.666666666666664,-72.33333333333333,72.33333333333333,60.0,16.0,65.0,16.0,112,15.0,,88.0,3.0,0.6458333333333333,1,0,-0.6458333333333334,0,0,4871.0,18.0,2999.0,4871.0,0.06512707722385142,0.06536666666666667,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,3,4609.0,2600.0,20.0,20.0,0.0,0.0,2999.0,18.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,,2.0,74.5,-29.5,29.5,88.0,61.0,88.0,61.0,104,60.0,15.0,100.0,0.46666666666666656,0.28365384615384615,0,0,-0.28365384615384615,0,0,4871.0,18.0,3359.0,5087.0,0.06769592268996558,0.07057057057057058,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,4,4609.0,2600.0,20.0,20.0,,,3359.0,19.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,0.0,0.0,1.0,1.0,,3.0,103.33333333333333,7.333333333333333,11.333333333333334,100.0,90.0,120.0,90.0,96,88.0,60.0,99.0,0.13636363636363646,0.11805555555555557,0,0,0.07638888888888884,0,0,5183.0,18.0,3719.0,5303.0,0.07030918427977252,0.07288557213930348,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,5,4609.0,2600.0,20.0,4.0,,,3838.0,17.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,1.0,-1.0,0.0,0.0,1.0,3.0,99.66666666666667,11.666666666666666,11.666666666666666,99.0,100.0,100.0,99.0,88,100.0,88.0,96.0,-0.010000000000000009,0.13257575757575757,0,0,0.13257575757575762,0,0,5334.0,17.0,3886.0,5246.0,0.07309517938601899,0.07288259958071279,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,6,4609.0,2600.0,20.0,20.0,80.0,5.0,4104.0,15.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,2.0,-2.0,0.0,0.0,1.0,5.0,98.6,18.6,18.6,96.0,99.0,100.0,96.0,80,99.0,100.0,82.0,-0.030303030303030276,0.2325,0,0,0.23249999999999993,0,0,5304.0,15.0,4384.0,5464.0,0.07525747611366175,0.07587185725871858,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,7,4609.0,2600.0,20.0,4.0,,,4662.0,12.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,3.0,-3.0,1.0,0.0,1.0,6.0,86.66666666666667,14.666666666666666,14.666666666666666,82.0,88.0,91.0,82.0,72,96.0,99.0,80.0,-0.14583333333333337,0.2037037037037037,0,0,0.20370370370370378,0,0,5526.0,12.0,4690.0,5458.0,0.07512136405236561,0.07911029110291103,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,8,4609.0,2600.0,20.0,20.0,,,4710.0,12.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,,2.0,80.625,16.625,16.625,80.0,81.25,81.25,80.0,64,82.0,96.0,50.0,-0.024390243902439046,0.259765625,0,0,0.259765625,0,0,5478.0,12.0,4930.0,5602.0,0.07586525639471452,0.07762152777777778,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,9,4609.0,2600.0,20.0,0.0,30.0,5.0,5065.0,10.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,2.0,-2.0,0.0,0.0,1.0,2.0,57.5,1.5,7.5,50.0,65.0,65.0,50.0,56,80.0,82.0,46.5,-0.375,0.13392857142857142,0,0,0.026785714285714284,0,0,5625.0,10.0,5045.0,5525.0,0.08066164787040267,0.07995995539334956,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,10,4609.0,2600.0,20.0,8.0,,,5151.5,8.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,2.0,-2.0,0.0,0.0,1.0,5.0,41.1,-6.9,6.9,46.5,40.0,46.5,39.0,48,50.0,80.0,29.0,-0.06999999999999995,0.14375000000000002,0,0,-0.14374999999999996,0,0,5535.5,8.0,5195.5,5515.5,0.07603430021175436,0.07901713300892133,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,11,4609.0,2600.0,20.0,8.0,,,5254.5,7.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,1.0,-1.0,0.0,0.0,1.0,3.0,35.666666666666664,-4.333333333333333,4.333333333333333,29.0,39.0,39.0,29.0,40,46.5,50.0,35.0,-0.3763440860215054,0.10833333333333332,0,0,-0.10833333333333339,0,0,5534.5,7.0,5290.5,5514.5,0.07609554382175288,0.07878396188158962,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,12,4609.0,2600.0,20.0,8.0,25.0,4.0,5345.5,6.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,1.0,-1.0,0.0,0.0,1.0,4.0,33.5,1.5,3.5,35.0,30.0,39.0,30.0,32,29.0,46.5,20.0,0.2068965517241379,0.109375,0,0,0.046875,0,0,5537.5,6.0,5373.5,5517.5,0.0765224840687748,0.07906782238442822,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,13,4609.0,2600.0,20.0,8.0,,,5413.5,5.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,1.0,-1.0,3.0,2.0,1.0,3.0,26.333333333333332,2.3333333333333335,5.0,20.0,32.0,32.0,20.0,24,35.0,29.0,15.0,-0.4285714285714286,0.20833333333333334,0,0,0.09722222222222217,0,0,5533.5,5.0,5433.5,5513.5,0.07676295539256944,0.07931113138686131,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,14,4609.0,2600.0,20.0,8.0,,,5453.5,5.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,,1.0,15.0,-1.0,1.0,15.0,15.0,15.0,15.0,16,20.0,35.0,8.32,-0.25,0.0625,0,0,-0.0625,0,0,5533.5,5.0,5473.5,5513.5,0.07782354703415219,0.0792705798864558,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,00g81xoq,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,b8fa8faf-14d8-486c-be2e-08db7bc935b7,0,ng,15,4609.0,2600.0,20.0,4.0,,,5485.18,6.0,4489.0,0.8333333333333334,4,-0.43333333333333335,1,0,31,1,0,1,0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,6.0,8.283333333333333,0.2833333333333335,0.2833333333333335,8.32,8.5,8.5,8.0,8,15.0,20.0,,-0.44533333333333336,0.03541666666666669,0,0,0.03541666666666665,0,0,5533.18,6.0,5489.18,5489.18,0.07828450169762333,0.08226127511275112,0.0,1.0,0.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,a9rbe355,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,f890bde4-a28b-4c88-944d-9e0582b7eb8f,0,ng,1,6004.0,3800.0,10.0,8.0,,,3788.0,11.0,5834.0,0.9166666666666666,3,-0.6166666666666667,1,1,29,0,0,1,0,0,1,1.0,0.0,1.0,2.0,2.0,1.0,6.0,11.75,-108.25,108.25,15.0,8.5,15.0,8.5,120,,,60.0,,0.9020833333333333,0,0,-0.9020833333333333,0,0,5108.0,11.0,3876.0,5108.0,0.03192231075697211,0.033716666666666666,0.0,0.0,1.0,0.0,0.0,20260826,20260826/ng1
8o0qyfku,a9rbe355,792b99cc-c375-4006-9b7f-6b7ceeb15ffe,f890bde4-a28b-4c88-944d-9e0582b7eb8f,0,ng,2,6004.0,3800.0,10.0,8.0,,,3835.0,13.0,5834.0,0.9166666666666666,3,-0.6166666666666667,1,1,29,0,0,1,0,0,1,2.0,0.0,2.0,1.0,1.0,1.0,12.0,39.666666666666664,-72.33333333333333,72.33333333333333,60.0,16.0,65.0,16.0,112,15.0,,88.0,3.0,0.6458333333333333,1,0,-0.6458333333333334,0,0,5291.0,13.0,3939.0,5291.0,0.06512707722385142,0.06536666666666667,0.0,0.0,1.0,0.0,0.0,20260826,20260826/ng1
