trading_session_uuid,is_simulated,market_number,trading_day,event_seq,event_ts,record_kind,event_type,side,aggressor_side,order_id,trader_uuid,price,size,size_delta,size_resting_after,queue_position,queue_size,status_after,match_id,contra_order_id,bid_order_id,ask_order_id,bid_trader_uuid,ask_trader_uuid,source_created_ts
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,4,63,2026-04-07T16:45:55.085948+00:00,trade,trade,bid,B,,,110.0,1.0,,,,,,917c02bd-50f9-48da-bbde-fc761b4ceb5c,,a725aefe-2e62-435f-ade6-821b739c3d1c,04e333f8-3d83-4e05-a466-5dd168c67076,5ce597fa-5f3d-45d1-9de6-95be128b374b,53beb2da-e31f-4578-baa8-2d398cbc80d4,1775580355.107952
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,4,64,2026-04-07T16:45:55.118173+00:00,order,fill,ask,,04e333f8-3d83-4e05-a466-5dd168c67076,53beb2da-e31f-4578-baa8-2d398cbc80d4,110.0,1.0,-1.0,0.0,,,executed,917c02bd-50f9-48da-bbde-fc761b4ceb5c,a725aefe-2e62-435f-ade6-821b739c3d1c,,,,,1775580355.153175
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,4,65,2026-04-07T16:45:55.157965+00:00,order,fill,bid,,a725aefe-2e62-435f-ade6-821b739c3d1c,5ce597fa-5f3d-45d1-9de6-95be128b374b,110.0,1.0,-1.0,0.0,,,executed,917c02bd-50f9-48da-bbde-fc761b4ceb5c,04e333f8-3d83-4e05-a466-5dd168c67076,,,,,1775580355.185627
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,66,2026-04-07T16:47:09.661613+00:00,trade,trade,ask,S,,,107.0,1.0,,,,,,e841bcd7-1699-46cb-92d4-ae15475036fa,,70a2c092-c42a-4734-81cf-2cd65e2fb3ae,2bfd92cf-c6db-4a44-95fa-004a5d7a8f74,53beb2da-e31f-4578-baa8-2d398cbc80d4,5ce597fa-5f3d-45d1-9de6-95be128b374b,1775580429.679892
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,67,2026-04-07T16:47:09.684028+00:00,order,fill,ask,,2bfd92cf-c6db-4a44-95fa-004a5d7a8f74,5ce597fa-5f3d-45d1-9de6-95be128b374b,107.0,1.0,-1.0,0.0,,,executed,e841bcd7-1699-46cb-92d4-ae15475036fa,70a2c092-c42a-4734-81cf-2cd65e2fb3ae,,,,,1775580429.703726
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,68,2026-04-07T16:47:09.707638+00:00,order,fill,bid,,70a2c092-c42a-4734-81cf-2cd65e2fb3ae,53beb2da-e31f-4578-baa8-2d398cbc80d4,107.0,1.0,-1.0,0.0,,,executed,e841bcd7-1699-46cb-92d4-ae15475036fa,2bfd92cf-c6db-4a44-95fa-004a5d7a8f74,,,,,1775580429.725739
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,69,2026-04-07T16:47:11.132047+00:00,order,add,bid,,cb0aa844-0fb3-4969-8536-b14c56ad67cb,5ce597fa-5f3d-45d1-9de6-95be128b374b,107.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580431.151549
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,70,2026-04-07T16:47:17.072032+00:00,order,add,ask,,24b633a2-32c5-4f41-bbda-4986aac2a362,5ce597fa-5f3d-45d1-9de6-95be128b374b,110.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580437.091245
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,71,2026-04-07T16:47:20.075936+00:00,order,add,bid,,442ba193-7532-4076-bda5-c2d3a06bb19f,8fc4cd9a-1fbb-43de-85ce-82cb99d02a2a,107.0,1.0,1.0,1.0,2,2.0,active,,,,,,,1775580440.095105
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,72,2026-04-07T16:47:23.121996+00:00,trade,trade,bid,B,,,110.0,1.0,,,,,,7b046873-927f-48cb-afc8-fa9b5ae2aaed,,32f86403-2fc5-4d61-a8d0-a4795b5d7e32,24b633a2-32c5-4f41-bbda-4986aac2a362,8fc4cd9a-1fbb-43de-85ce-82cb99d02a2a,5ce597fa-5f3d-45d1-9de6-95be128b374b,1775580443.140998
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,73,2026-04-07T16:47:23.145193+00:00,order,fill,ask,,24b633a2-32c5-4f41-bbda-4986aac2a362,5ce597fa-5f3d-45d1-9de6-95be128b374b,110.0,1.0,-1.0,0.0,,,executed,7b046873-927f-48cb-afc8-fa9b5ae2aaed,32f86403-2fc5-4d61-a8d0-a4795b5d7e32,,,,,1775580443.164012
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,74,2026-04-07T16:47:23.171460+00:00,order,fill,bid,,32f86403-2fc5-4d61-a8d0-a4795b5d7e32,8fc4cd9a-1fbb-43de-85ce-82cb99d02a2a,110.0,1.0,-1.0,0.0,,,executed,7b046873-927f-48cb-afc8-fa9b5ae2aaed,24b633a2-32c5-4f41-bbda-4986aac2a362,,,,,1775580443.213191
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,75,2026-04-07T16:47:26.043372+00:00,order,cancel,bid,,cb0aa844-0fb3-4969-8536-b14c56ad67cb,5ce597fa-5f3d-45d1-9de6-95be128b374b,107.0,1.0,-1.0,0.0,,,cancelled,,,,,,,1775580446.064361
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,76,2026-04-07T16:47:29.415823+00:00,order,add,ask,,f5ce8a18-0f6b-4768-b905-fe0fcdaaaf4d,5ce597fa-5f3d-45d1-9de6-95be128b374b,111.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580449.434397
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,77,2026-04-07T16:47:32.559708+00:00,trade,trade,bid,B,,,111.0,1.0,,,,,,8186cfbe-26cb-4ccd-a705-529d7f50f62f,,0b4db504-4cae-4e0e-973b-f17b1fc1c6da,f5ce8a18-0f6b-4768-b905-fe0fcdaaaf4d,e467cb8d-10d2-48db-935f-2418d69da971,5ce597fa-5f3d-45d1-9de6-95be128b374b,1775580452.578521
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,78,2026-04-07T16:47:32.582616+00:00,order,fill,ask,,f5ce8a18-0f6b-4768-b905-fe0fcdaaaf4d,5ce597fa-5f3d-45d1-9de6-95be128b374b,111.0,1.0,-1.0,0.0,,,executed,8186cfbe-26cb-4ccd-a705-529d7f50f62f,0b4db504-4cae-4e0e-973b-f17b1fc1c6da,,,,,1775580452.601359
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,5,79,2026-04-07T16:47:32.605292+00:00,order,fill,bid,,0b4db504-4cae-4e0e-973b-f17b1fc1c6da,e467cb8d-10d2-48db-935f-2418d69da971,111.0,1.0,-1.0,0.0,,,executed,8186cfbe-26cb-4ccd-a705-529d7f50f62f,f5ce8a18-0f6b-4768-b905-fe0fcdaaaf4d,,,,,1775580452.626878
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,80,2026-04-07T16:48:16.598321+00:00,trade,trade,ask,S,,,107.0,1.0,,,,,,652c7f8f-dfd8-4a2c-bccf-27efb17ed0a1,,442ba193-7532-4076-bda5-c2d3a06bb19f,bc65126f-ff72-41ac-b9e9-0cb81d1327cf,8fc4cd9a-1fbb-43de-85ce-82cb99d02a2a,e467cb8d-10d2-48db-935f-2418d69da971,1775580496.625309
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,81,2026-04-07T16:48:16.630533+00:00,order,fill,ask,,bc65126f-ff72-41ac-b9e9-0cb81d1327cf,e467cb8d-10d2-48db-935f-2418d69da971,107.0,1.0,-1.0,0.0,,,executed,652c7f8f-dfd8-4a2c-bccf-27efb17ed0a1,442ba193-7532-4076-bda5-c2d3a06bb19f,,,,,1775580496.655536
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,82,2026-04-07T16:48:16.660189+00:00,order,fill,bid,,442ba193-7532-4076-bda5-c2d3a06bb19f,8fc4cd9a-1fbb-43de-85ce-82cb99d02a2a,107.0,1.0,-1.0,0.0,,,executed,652c7f8f-dfd8-4a2c-bccf-27efb17ed0a1,bc65126f-ff72-41ac-b9e9-0cb81d1327cf,,,,,1775580496.688181
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,83,2026-04-07T16:48:24.332923+00:00,order,add,bid,,5f8ca136-5e46-469e-8d6c-6ea1a49d0ed1,e467cb8d-10d2-48db-935f-2418d69da971,80.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580504.353143
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,84,2026-04-07T16:48:27.084731+00:00,order,add,ask,,1f2b0cf8-6039-46db-a3d6-c987c3dee51b,e467cb8d-10d2-48db-935f-2418d69da971,88.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580507.105534
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,85,2026-04-07T16:48:30.289553+00:00,trade,trade,bid,B,,,88.0,1.0,,,,,,98ae4706-f1cc-4c16-aaaf-e4323df5d31e,,17c5d93f-894d-4033-93a7-8825b1d53d31,1f2b0cf8-6039-46db-a3d6-c987c3dee51b,5ce597fa-5f3d-45d1-9de6-95be128b374b,e467cb8d-10d2-48db-935f-2418d69da971,1775580510.308798
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,86,2026-04-07T16:48:30.313036+00:00,order,fill,ask,,1f2b0cf8-6039-46db-a3d6-c987c3dee51b,e467cb8d-10d2-48db-935f-2418d69da971,88.0,1.0,-1.0,0.0,,,executed,98ae4706-f1cc-4c16-aaaf-e4323df5d31e,17c5d93f-894d-4033-93a7-8825b1d53d31,,,,,1775580510.331635
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,87,2026-04-07T16:48:30.335368+00:00,order,fill,bid,,17c5d93f-894d-4033-93a7-8825b1d53d31,5ce597fa-5f3d-45d1-9de6-95be128b374b,88.0,1.0,-1.0,0.0,,,executed,98ae4706-f1cc-4c16-aaaf-e4323df5d31e,1f2b0cf8-6039-46db-a3d6-c987c3dee51b,,,,,1775580510.353386
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,88,2026-04-07T16:48:37.446863+00:00,order,add,ask,,0f1f23f0-60fc-495b-88e0-d6d5bbd94cc8,5ce597fa-5f3d-45d1-9de6-95be128b374b,84.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580517.465782
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,89,2026-04-07T16:48:40.987380+00:00,trade,trade,bid,B,,,84.0,1.0,,,,,,f85fcdfa-6086-4955-ae3e-52af9c0e0a94,,6dc8a43a-01c9-4f6c-8caa-98fec27d3293,0f1f23f0-60fc-495b-88e0-d6d5bbd94cc8,e467cb8d-10d2-48db-935f-2418d69da971,5ce597fa-5f3d-45d1-9de6-95be128b374b,1775580521.0069
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,90,2026-04-07T16:48:41.011206+00:00,order,fill,ask,,0f1f23f0-60fc-495b-88e0-d6d5bbd94cc8,5ce597fa-5f3d-45d1-9de6-95be128b374b,84.0,1.0,-1.0,0.0,,,executed,f85fcdfa-6086-4955-ae3e-52af9c0e0a94,6dc8a43a-01c9-4f6c-8caa-98fec27d3293,,,,,1775580521.031625
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,6,91,2026-04-07T16:48:41.035795+00:00,order,fill,bid,,6dc8a43a-01c9-4f6c-8caa-98fec27d3293,e467cb8d-10d2-48db-935f-2418d69da971,84.0,1.0,-1.0,0.0,,,executed,f85fcdfa-6086-4955-ae3e-52af9c0e0a94,0f1f23f0-60fc-495b-88e0-d6d5bbd94cc8,,,,,1775580521.056046
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,92,2026-04-07T16:50:26.900903+00:00,order,add,bid,,ccbed949-e222-4508-9e9a-9b4ad6aac141,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,80.0,1.0,1.0,1.0,2,2.0,active,,,,,,,1775580626.920282
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,93,2026-04-07T16:50:34.624365+00:00,trade,trade,ask,S,,,80.0,1.0,,,,,,3eea3f80-43cb-4cae-9a0e-66cc758ec8b7,,5f8ca136-5e46-469e-8d6c-6ea1a49d0ed1,08cfe0d8-825b-46dd-b2d2-083bae81a722,e467cb8d-10d2-48db-935f-2418d69da971,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,1775580634.642824
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,94,2026-04-07T16:50:34.653142+00:00,order,fill,ask,,08cfe0d8-825b-46dd-b2d2-083bae81a722,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,80.0,1.0,-1.0,0.0,,,executed,3eea3f80-43cb-4cae-9a0e-66cc758ec8b7,5f8ca136-5e46-469e-8d6c-6ea1a49d0ed1,,,,,1775580634.680507
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,95,2026-04-07T16:50:34.684752+00:00,order,fill,bid,,5f8ca136-5e46-469e-8d6c-6ea1a49d0ed1,e467cb8d-10d2-48db-935f-2418d69da971,80.0,1.0,-1.0,0.0,,,executed,3eea3f80-43cb-4cae-9a0e-66cc758ec8b7,08cfe0d8-825b-46dd-b2d2-083bae81a722,,,,,1775580634.70411
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,96,2026-04-07T16:50:38.610315+00:00,order,cancel,bid,,ccbed949-e222-4508-9e9a-9b4ad6aac141,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,80.0,1.0,-1.0,0.0,,,cancelled,,,,,,,1775580638.628342
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,97,2026-04-07T16:50:42.010965+00:00,order,add,ask,,2acb48a9-5ee9-4556-9c4a-cbd0ae24893b,53beb2da-e31f-4578-baa8-2d398cbc80d4,80.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580642.035984
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,98,2026-04-07T16:50:45.111165+00:00,order,add,bid,,6970b314-3035-4cca-b330-279bd80d9cb3,53beb2da-e31f-4578-baa8-2d398cbc80d4,77.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580645.131222
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,99,2026-04-07T16:50:49.008504+00:00,trade,trade,ask,S,,,77.0,1.0,,,,,,efb61323-9e5a-4153-89df-a4787ef0343b,,6970b314-3035-4cca-b330-279bd80d9cb3,a2a65d41-3fea-4ac4-a088-cb7dd6dcb581,53beb2da-e31f-4578-baa8-2d398cbc80d4,6e0cda1c-f51b-4272-8648-67e646ea1f31,1775580649.032873
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,100,2026-04-07T16:50:49.037214+00:00,order,fill,ask,,a2a65d41-3fea-4ac4-a088-cb7dd6dcb581,6e0cda1c-f51b-4272-8648-67e646ea1f31,77.0,1.0,-1.0,0.0,,,executed,efb61323-9e5a-4153-89df-a4787ef0343b,6970b314-3035-4cca-b330-279bd80d9cb3,,,,,1775580649.064294
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,101,2026-04-07T16:50:49.068389+00:00,order,fill,bid,,6970b314-3035-4cca-b330-279bd80d9cb3,53beb2da-e31f-4578-baa8-2d398cbc80d4,77.0,1.0,-1.0,0.0,,,executed,efb61323-9e5a-4153-89df-a4787ef0343b,a2a65d41-3fea-4ac4-a088-cb7dd6dcb581,,,,,1775580649.095794
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,102,2026-04-07T16:50:52.220526+00:00,trade,trade,bid,B,,,80.0,1.0,,,,,,8044209f-a7fe-4ee8-af74-8c361f99a7fc,,bd976a98-0009-43ae-a0a8-a12a98b584e1,2acb48a9-5ee9-4556-9c4a-cbd0ae24893b,6e0cda1c-f51b-4272-8648-67e646ea1f31,53beb2da-e31f-4578-baa8-2d398cbc80d4,1775580652.239802
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,103,2026-04-07T16:50:52.244274+00:00,order,fill,ask,,2acb48a9-5ee9-4556-9c4a-cbd0ae24893b,53beb2da-e31f-4578-baa8-2d398cbc80d4,80.0,1.0,-1.0,0.0,,,executed,8044209f-a7fe-4ee8-af74-8c361f99a7fc,bd976a98-0009-43ae-a0a8-a12a98b584e1,,,,,1775580652.264197
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,7,104,2026-04-07T16:50:52.268482+00:00,order,fill,bid,,bd976a98-0009-43ae-a0a8-a12a98b584e1,6e0cda1c-f51b-4272-8648-67e646ea1f31,80.0,1.0,-1.0,0.0,,,executed,8044209f-a7fe-4ee8-af74-8c361f99a7fc,2acb48a9-5ee9-4556-9c4a-cbd0ae24893b,,,,,1775580652.298881
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,105,2026-04-07T16:51:53.656827+00:00,order,add,bid,,101fb03b-0830-4ef2-a171-a5318d09bcfc,6e0cda1c-f51b-4272-8648-67e646ea1f31,62.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580713.675447
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,106,2026-04-07T16:51:56.802184+00:00,order,add,ask,,53387215-2b65-4744-a225-9eda0598cc13,6e0cda1c-f51b-4272-8648-67e646ea1f31,66.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580716.820897
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,107,2026-04-07T16:51:59.823408+00:00,trade,trade,bid,B,,,66.0,1.0,,,,,,b85ede61-58b5-41e0-9f44-b065f63b83e4,,0a429bba-99e6-4344-b24c-067b9d11a2e8,53387215-2b65-4744-a225-9eda0598cc13,4b39ad0b-8a75-4ba9-9d24-05dd32fad900,6e0cda1c-f51b-4272-8648-67e646ea1f31,1775580719.842853
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,108,2026-04-07T16:51:59.846930+00:00,order,fill,ask,,53387215-2b65-4744-a225-9eda0598cc13,6e0cda1c-f51b-4272-8648-67e646ea1f31,66.0,1.0,-1.0,0.0,,,executed,b85ede61-58b5-41e0-9f44-b065f63b83e4,0a429bba-99e6-4344-b24c-067b9d11a2e8,,,,,1775580719.866294
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,109,2026-04-07T16:51:59.870255+00:00,order,fill,bid,,0a429bba-99e6-4344-b24c-067b9d11a2e8,4b39ad0b-8a75-4ba9-9d24-05dd32fad900,66.0,1.0,-1.0,0.0,,,executed,b85ede61-58b5-41e0-9f44-b065f63b83e4,53387215-2b65-4744-a225-9eda0598cc13,,,,,1775580719.888505
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,110,2026-04-07T16:52:04.711890+00:00,trade,trade,ask,S,,,62.0,1.0,,,,,,ab76b9dd-fdde-4bac-96a2-ff9d2a576131,,101fb03b-0830-4ef2-a171-a5318d09bcfc,bbcfd04b-d9dd-4199-953f-5782fa28f082,6e0cda1c-f51b-4272-8648-67e646ea1f31,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,1775580724.731127
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,111,2026-04-07T16:52:04.735418+00:00,order,fill,ask,,bbcfd04b-d9dd-4199-953f-5782fa28f082,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,62.0,1.0,-1.0,0.0,,,executed,ab76b9dd-fdde-4bac-96a2-ff9d2a576131,101fb03b-0830-4ef2-a171-a5318d09bcfc,,,,,1775580724.753639
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,112,2026-04-07T16:52:04.757494+00:00,order,fill,bid,,101fb03b-0830-4ef2-a171-a5318d09bcfc,6e0cda1c-f51b-4272-8648-67e646ea1f31,62.0,1.0,-1.0,0.0,,,executed,ab76b9dd-fdde-4bac-96a2-ff9d2a576131,bbcfd04b-d9dd-4199-953f-5782fa28f082,,,,,1775580724.776898
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,113,2026-04-07T16:52:07.289010+00:00,order,add,bid,,d63fc809-16a6-4ea2-8ab0-5d7a1d2c6e42,53beb2da-e31f-4578-baa8-2d398cbc80d4,62.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580727.313218
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,114,2026-04-07T16:52:10.732261+00:00,order,add,ask,,5fd26173-de30-4e8d-861d-91ff64403e66,53beb2da-e31f-4578-baa8-2d398cbc80d4,65.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580730.839798
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,115,2026-04-07T16:52:18.635538+00:00,trade,trade,bid,B,,,65.0,1.0,,,,,,d7d7e385-43d7-4c9e-99c1-6ab74c415a31,,1ac7a9de-66b5-4e08-be0d-43677dcc0a61,5fd26173-de30-4e8d-861d-91ff64403e66,4b39ad0b-8a75-4ba9-9d24-05dd32fad900,53beb2da-e31f-4578-baa8-2d398cbc80d4,1775580738.656736
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,116,2026-04-07T16:52:18.661171+00:00,order,fill,ask,,5fd26173-de30-4e8d-861d-91ff64403e66,53beb2da-e31f-4578-baa8-2d398cbc80d4,65.0,1.0,-1.0,0.0,,,executed,d7d7e385-43d7-4c9e-99c1-6ab74c415a31,1ac7a9de-66b5-4e08-be0d-43677dcc0a61,,,,,1775580738.68004
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,117,2026-04-07T16:52:18.684641+00:00,order,fill,bid,,1ac7a9de-66b5-4e08-be0d-43677dcc0a61,4b39ad0b-8a75-4ba9-9d24-05dd32fad900,65.0,1.0,-1.0,0.0,,,executed,d7d7e385-43d7-4c9e-99c1-6ab74c415a31,5fd26173-de30-4e8d-861d-91ff64403e66,,,,,1775580738.704585
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,118,2026-04-07T16:52:23.225582+00:00,trade,trade,ask,S,,,62.0,1.0,,,,,,8f387dd1-b113-424e-8651-4f09d050e818,,d63fc809-16a6-4ea2-8ab0-5d7a1d2c6e42,146e2248-6100-4369-83dc-28addaf5a829,53beb2da-e31f-4578-baa8-2d398cbc80d4,6e0cda1c-f51b-4272-8648-67e646ea1f31,1775580743.258558
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,119,2026-04-07T16:52:23.262869+00:00,order,fill,ask,,146e2248-6100-4369-83dc-28addaf5a829,6e0cda1c-f51b-4272-8648-67e646ea1f31,62.0,1.0,-1.0,0.0,,,executed,8f387dd1-b113-424e-8651-4f09d050e818,d63fc809-16a6-4ea2-8ab0-5d7a1d2c6e42,,,,,1775580743.282142
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,120,2026-04-07T16:52:23.286263+00:00,order,fill,bid,,d63fc809-16a6-4ea2-8ab0-5d7a1d2c6e42,53beb2da-e31f-4578-baa8-2d398cbc80d4,62.0,1.0,-1.0,0.0,,,executed,8f387dd1-b113-424e-8651-4f09d050e818,146e2248-6100-4369-83dc-28addaf5a829,,,,,1775580743.304567
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,121,2026-04-07T16:52:30.667995+00:00,order,add,ask,,7b5a1545-e37a-4c18-96e5-60bdd522af37,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,62.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580750.687002
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,122,2026-04-07T16:52:33.875430+00:00,order,add,bid,,11ad5cf7-09f2-40d7-a99b-3c83e7600efb,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,58.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580753.894278
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,123,2026-04-07T16:52:37.263660+00:00,trade,trade,bid,B,,,62.0,1.0,,,,,,d6c6e00d-c6fe-4546-83c1-178f5bbd5376,,fb09a0e8-85f7-4348-963e-b6070ccbac49,7b5a1545-e37a-4c18-96e5-60bdd522af37,3fe9607c-4723-4d14-a5b2-7580b114fb2f,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,1775580757.283384
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,124,2026-04-07T16:52:37.288449+00:00,order,fill,ask,,7b5a1545-e37a-4c18-96e5-60bdd522af37,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,62.0,1.0,-1.0,0.0,,,executed,d6c6e00d-c6fe-4546-83c1-178f5bbd5376,fb09a0e8-85f7-4348-963e-b6070ccbac49,,,,,1775580757.309825
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,8,125,2026-04-07T16:52:37.313973+00:00,order,fill,bid,,fb09a0e8-85f7-4348-963e-b6070ccbac49,3fe9607c-4723-4d14-a5b2-7580b114fb2f,62.0,1.0,-1.0,0.0,,,executed,d6c6e00d-c6fe-4546-83c1-178f5bbd5376,7b5a1545-e37a-4c18-96e5-60bdd522af37,,,,,1775580757.333208
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,126,2026-04-07T16:53:13.349083+00:00,trade,trade,ask,S,,,58.0,1.0,,,,,,ace4a655-aeef-440d-8896-f69c833949d2,,11ad5cf7-09f2-40d7-a99b-3c83e7600efb,8b2e38c4-f8a4-40e9-8e85-7fef690b657d,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,3fe9607c-4723-4d14-a5b2-7580b114fb2f,1775580793.36881
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,127,2026-04-07T16:53:13.373746+00:00,order,fill,ask,,8b2e38c4-f8a4-40e9-8e85-7fef690b657d,3fe9607c-4723-4d14-a5b2-7580b114fb2f,58.0,1.0,-1.0,0.0,,,executed,ace4a655-aeef-440d-8896-f69c833949d2,11ad5cf7-09f2-40d7-a99b-3c83e7600efb,,,,,1775580793.393456
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,128,2026-04-07T16:53:13.397225+00:00,order,fill,bid,,11ad5cf7-09f2-40d7-a99b-3c83e7600efb,9697f7a1-e2e7-4427-8b7e-fb165a1ab72c,58.0,1.0,-1.0,0.0,,,executed,ace4a655-aeef-440d-8896-f69c833949d2,8b2e38c4-f8a4-40e9-8e85-7fef690b657d,,,,,1775580793.416363
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,129,2026-04-07T16:53:19.639697+00:00,order,add,ask,,abe68e70-1872-4b9d-9755-2ce2c57a669e,3fe9607c-4723-4d14-a5b2-7580b114fb2f,55.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580799.659706
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,130,2026-04-07T16:53:22.288454+00:00,order,add,bid,,5bc49d32-2a7e-4bbd-ba89-c5f06c4cc6f1,3fe9607c-4723-4d14-a5b2-7580b114fb2f,54.0,1.0,1.0,1.0,1,1.0,active,,,,,,,1775580802.326063
03af9f8b-508e-452c-9c35-0eeba0e3b3cc,0,2,9,131,2026-04-07T16:53:25.640749+00:00,trade,trade,bid,B,,,55.0,1.0,,,,,,147b1193-b9ad-4217-9259-610b62d7a615,,8a2ece3b-f2b4-4fff-8412-a22d7cf0175b,abe68e70-1872-4b9d-9755-2ce2c57a669e,8fc4cd9a-1fbb-43de-85ce-82cb99d02a2a,3fe9607c-4723-4d14-a5b2-7580b114fb2f,1775580805.659757
